,level_0,PrimaryKey,DataType,Value,StatusCode,SourceTimeStamp,ServerTimeStamp
26263,flag,560,0x0004,2,0x00000000,2020-10-30T12:57:39.872Z,2020-10-30 12:56:32.872000+00:00
26264,rp,528,0x0007,3188632839,0x00000000,2020-10-30T12:57:39.875Z,2020-10-30 12:56:32.875000+00:00
26265,rp,529,0x0007,1051186335,0x00000000,2020-10-30T12:57:39.875Z,2020-10-30 12:56:32.875000+00:00
26266,qc,DistanceY,0x000b,1.07526876032,0x00000000,2020-10-30T12:56:32.903Z,2020-10-30 12:56:32.903000+00:00
26267,qc,DistanceAbs,0x000b,1.0969283580700002,0x00000000,2020-10-30T12:56:32.903Z,2020-10-30 12:56:32.903000+00:00
26268,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-10-30T12:56:32.903Z,2020-10-30 12:56:32.903000+00:00
26269,qc,ResultCode,0x0006,0.0,0x00000000,2020-10-30T12:56:32.903Z,2020-10-30 12:56:32.903000+00:00
26270,store,DiscSize,0x0003,0,0x00000000,2020-10-30T12:56:32.980Z,2020-10-30 12:56:32.980000+00:00
26271,gate,Position,0x000b,0.3,0x00000000,2020-10-30T12:56:33.006Z,2020-10-30 12:56:33.006000+00:00
26272,gate,Safe,0x0001,true,0x00000000,2020-10-30T12:56:33.006Z,2020-10-30 12:56:33.006000+00:00
26273,gate,Speed,0x000b,0,0x00000000,2020-10-30T12:56:33.006Z,2020-10-30 12:56:33.006000+00:00
26274,rp,527,0x0007,3198146623,0x00000000,2020-10-30T12:57:40.123Z,2020-10-30 12:56:33.123000+00:00
26275,rp,528,0x0007,3188626702,0x00000000,2020-10-30T12:57:40.126Z,2020-10-30 12:56:33.126000+00:00
26276,rp,529,0x0007,1051185598,0x00000000,2020-10-30T12:57:40.128Z,2020-10-30 12:56:33.128000+00:00
26277,qc,DistanceAbs,0x000b,1.0969283580700002,0x00000000,2020-10-30T12:56:33.203Z,2020-10-30 12:56:33.203000+00:00
26278,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-10-30T12:56:33.203Z,2020-10-30 12:56:33.203000+00:00
26279,qc,DistanceY,0x000b,1.07526876032,0x00000000,2020-10-30T12:56:33.203Z,2020-10-30 12:56:33.203000+00:00
26280,qc,ResultCode,0x0006,0.0,0x00000000,2020-10-30T12:56:33.203Z,2020-10-30 12:56:33.203000+00:00
26281,store,DiscSize,0x0003,0,0x00000000,2020-10-30T12:56:33.280Z,2020-10-30 12:56:33.280000+00:00
26282,gate,Position,0x000b,0.3,0x00000000,2020-10-30T12:56:33.306Z,2020-10-30 12:56:33.306000+00:00
26283,gate,Safe,0x0001,true,0x00000000,2020-10-30T12:56:33.306Z,2020-10-30 12:56:33.306000+00:00
26284,gate,Speed,0x000b,0,0x00000000,2020-10-30T12:56:33.306Z,2020-10-30 12:56:33.306000+00:00
26285,rp,527,0x0007,3198147059,0x00000000,2020-10-30T12:57:40.371Z,2020-10-30 12:56:33.371000+00:00
26286,rp,528,0x0007,3188626419,0x00000000,2020-10-30T12:57:40.371Z,2020-10-30 12:56:33.371000+00:00
26287,rp,529,0x0007,1051184921,0x00000000,2020-10-30T12:57:40.374Z,2020-10-30 12:56:33.374000+00:00
26288,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-10-30T12:56:33.503Z,2020-10-30 12:56:33.503000+00:00
26289,qc,DistanceY,0x000b,1.07526876032,0x00000000,2020-10-30T12:56:33.503Z,2020-10-30 12:56:33.503000+00:00
26290,qc,ResultCode,0x0006,0.0,0x00000000,2020-10-30T12:56:33.503Z,2020-10-30 12:56:33.503000+00:00
26291,qc,DistanceAbs,0x000b,1.0969283580700002,0x00000000,2020-10-30T12:56:33.503Z,2020-10-30 12:56:33.503000+00:00
26292,store,DiscSize,0x0003,1,0x00000000,2020-10-30T12:56:33.580Z,2020-10-30 12:56:33.580000+00:00
26293,gate,Speed,0x000b,0,0x00000000,2020-10-30T12:56:33.606Z,2020-10-30 12:56:33.606000+00:00
26294,gate,Safe,0x0001,true,0x00000000,2020-10-30T12:56:33.606Z,2020-10-30 12:56:33.606000+00:00
26295,gate,Position,0x000b,0.3,0x00000000,2020-10-30T12:56:33.606Z,2020-10-30 12:56:33.606000+00:00
26296,rp,527,0x0007,3198146870,0x00000000,2020-10-30T12:57:40.619Z,2020-10-30 12:56:33.619000+00:00
26297,rp,528,0x0007,3188626350,0x00000000,2020-10-30T12:57:40.622Z,2020-10-30 12:56:33.622000+00:00
26298,rp,529,0x0007,1051185083,0x00000000,2020-10-30T12:57:40.624Z,2020-10-30 12:56:33.624000+00:00
26299,qc,ResultCode,0x0006,0.0,0x00000000,2020-10-30T12:56:33.803Z,2020-10-30 12:56:33.803000+00:00
26300,qc,DistanceX,0x000b,0.21690762043,0x00000000,2020-10-30T12:56:33.803Z,2020-10-30 12:56:33.803000+00:00
26301,qc,DistanceY,0x000b,1.07526876032,0x00000000,2020-10-30T12:56:33.803Z,2020-10-30 12:56:33.803000+00:00
26302,qc,DistanceAbs,0x000b,1.0969283580700002,0x00000000,2020-10-30T12:56:33.803Z,2020-10-30 12:56:33.803000+00:00
